,app_name,user_id,user_name,date,country,version,score,topic,review,url,review_id,category_final,sentiment_final,req_final
26993,Whatsapp,494367838,Wow-zow,2017-06-14 0:00:00,United States,2.17.30,4,See that,It become the best app but u should fix  some bugs and improve the video call and the phone call quality plz and also make a change and add some more wallpaper,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=494367838,27174,requirement,neutral,non-functional
47625,Whatsapp,30207680,Rhkava,2017-05-03 0:00:00,Hong Kong,2.17.21,4,Good but...,"Small problem, I really wish the gif provider was giphy for everything.  The search function on tenor simply does not offer results that make sense, whereas people who are able to use giphy seem to have a working gif library and gif search",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=30207680,48008,requirement,neutral,non-functional
26811,Whatsapp,346948211,bebe salitario!,2017-06-22 0:00:00,United States,2.17.31,4,Consejo,Ocultar en lÃ­nea !!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=346948211,26992,noise,,
50293,Whatsapp,509156083,Moonshine_1993,2017-06-08 0:00:00,India,2.17.30,4,Story feature not required.,"I just wish there was no ""STORY"" feature and WhatsApp remained simply a messenger. *sighs*",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=509156083,50676,requirement,negative,functional
50043,Whatsapp,475099552,Bajaj12,2017-06-22 0:00:00,India,2.17.31,4,New feature,"You guys should add a new feature where only selected contacts can see display picture. 
Overall the app is good",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=475099552,50426,requirement,positive,non-functional
26780,Whatsapp,300669991,Dana174836392,2017-06-24 0:00:00,United States,2.17.31,4,Voicenote feature needs fixing,"Everything about the app is perfect! I just have one issue with the voicenotes. The voicenote can get easily erased by the slight movement of the finger used fo record. I am a person who uses the voicenote feature regularly and find myself having to repeat when it gets erased. Please find me a solution to this! Otherwise, no complains! Been using the app for 7 years!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=300669991,26961,requirement,positive,non-functional
50866,Whatsapp,159953593,Ahad82,2017-05-04 0:00:00,India,2.17.22,4,The search option isn't working as well as before.,Pls rectify search option.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=159953593,51249,bug report,neutral,
50744,Whatsapp,569812240,Prashanth bp,2017-05-12 0:00:00,India,2.17.22,4,Update video call option for ios 7.1 later,"Sir, 
Please update video call option for ios 7.1 and later.. We need this option very soon
Kindly response to it sir",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=569812240,51127,requirement,neutral,functional
26679,Whatsapp,86778789,iluvmusk,2017-06-29 0:00:00,United States,2.17.31,4,Cool,Great app. Needs compatibility with the Apple watch. Then it will be perfect.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=86778789,26860,requirement,very positive,functional
26682,Whatsapp,217335523,Hanieeeeh,2017-06-29 0:00:00,United States,2.17.31,4,Suggestion,Please add edit option ï¿½ï¿½ï¿½,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=217335523,26863,noise,,
50489,Whatsapp,344681895,Rohit396,2017-05-29 0:00:00,India,2.17.22,4,iPod touch 5,This is good app but please make compatible for iPod touch 5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=344681895,50872,requirement,positive,functional
50297,Whatsapp,573948717,nikk_thehuman,2017-06-08 0:00:00,India,2.17.22,4,Music sending issue,Plz solve this issue n it is when we send photos or videos plz make there an option of sending music ie audio also not recording theres no problem with recording option but make sure an update for sending audio also,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=573948717,50680,noise,,
50781,Whatsapp,569448632,Pabbathineni,2017-05-09 0:00:00,India,2.17.22,4,Update,Please update to see a particular person's messages in a group chat.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=569448632,51164,requirement,neutral,non-functional
50463,Whatsapp,574971748,Chellappa,2017-05-31 0:00:00,India,2.17.22,4,Stared,I phone,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=574971748,50846,noise,,
50064,Whatsapp,491584580,NGEESIDI,2017-06-21 0:00:00,India,2.17.31,4,Request for joining in group,"Awesome app but it would be better if request(by admin) & accept(by individual) process to join in group instead directly adding by someone(group admin).
Thank you 
I hope it will see soon in app.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=491584580,50447,requirement,positive,non-functional
27372,Whatsapp,573431858,LuhcasG,2017-05-25 0:00:00,United States,2.17.22,4,Esta bien,Me gusta mucho WhatsApp pero siento que en las videollamadas le falta algo como videollamadas en grupo o mejorar la cÃ¡mara en la videollamadas normales.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=573431858,27553,noise,,
49962,Whatsapp,511849413,Rishik.t,2017-06-28 0:00:00,India,2.17.31,4,Switch to turn on/off vibration,"Everything is perfect, neat and seamless. But please add a switch to turn on/off vibration for notifications...Please, its soo annoying..especially when phone is kept on a table.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=511849413,50345,requirement,positive,functional
27303,Whatsapp,456011663,Jj98765432123,2017-05-30 0:00:00,United States,2.17.22,4,Review,"Gr8 app
Wud love Apple Watch support",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=456011663,27484,requirement,positive,functional
50637,Whatsapp,326605520,ashish_2121,2017-05-20 0:00:00,India,2.17.7,4,Icon,Kindly change the icon to more attractive one.its the same since its launch,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=326605520,51020,requirement,neutral,non-functional
45851,Whatsapp,171905176,Dudu!,2017-05-06 0:00:00,United Kingdom,2.17.22,4,WhatsApp is Essential Commodity,Amazing improvement on this app since I first downloaded it years back. Great alternative to Skype & FaceTime. Very convenient all in one communication tool. Great stuff,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=171905176,46234,other,very positive,
50809,Whatsapp,508251586,Gururaj BN,2017-05-07 0:00:00,India,2.17.20,4,Avoid very frequent updates,"Not a week passes without an update from Whatsapp. But they don't change our experience noticeably. So, avoid sending updates so often. Like iOS updates, your updates must be something to look forward to. B N Gururaj.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=508251586,51192,other,negative,
50704,Whatsapp,505769137,Ajinkya B,2017-05-15 0:00:00,India,2.17.22,4,3-d issue fixed,Prompt job,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=505769137,51087,noise,,
48075,Whatsapp,506778245,alfarockstarAK,2017-05-07 0:00:00,Singapore,2.17.22,4,Profile pic,THERE IS A HUGE PROBLEM! I can't see some of my contact's Profile Pic. I can see it on my friend's phone but no image on my phone. Why?,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=506778245,48458,bug report,negative,
47464,Whatsapp,318349255,MTC X^4,2017-06-22 0:00:00,Hong Kong,2.17.31,4,Can I change the colour of Group members?,I want to have this function ðŸ½,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=318349255,47847,noise,,
50046,Whatsapp,581707229,Chobee ji,2017-06-22 0:00:00,India,2.17.31,4,Nice experience,Nice,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=581707229,50429,other,positive,
50395,Whatsapp,487747817,App user 0011,2017-06-05 0:00:00,India,2.17.22,4,Great experience,Many bugs have now been fixed. Stability of app is very good. Just one thing that is required is some visual changes. For long the app has same graphics so please give some new graphics.....,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=487747817,50778,requirement,positive,non-functional
27292,Whatsapp,42233436,abedzaza,2017-05-31 0:00:00,United States,2.17.22,4,One of the best..,Simply one of the best,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=42233436,27473,other,very positive,
26859,Whatsapp,480458362,Gpablo,2017-06-19 0:00:00,United States,2.17.31,5,Bueno,Muy buena aplicaciÃ³n,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=480458362,27040,noise,,
27019,Whatsapp,22582698,Ps119LovetheWord,2017-06-12 0:00:00,United States,2.17.30,5,Super fun,"Love this app! I used to use Voxer but I honestly like WhatsApp better. I feel like it's more user friendly, easier to use, and it stores more data for you without requiring you to pay. I do wish there was a feature where you didn't have to keep holding the button down though. ;)",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=22582698,27200,requirement,very positive,non-functional
50892,Whatsapp,346642709,lokre,2017-05-04 0:00:00,India,2.17.20,5,Automatic close,"Its getting automatically close while browsing chat everytime
My imp chat is being missed
Please help",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=346642709,51275,bug report,neutral,
27367,Whatsapp,317445357,Joebenta,2017-05-26 0:00:00,United States,2.17.22,5,nice apps,what a nice apps,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=317445357,27548,other,positive,
27533,Whatsapp,196072385,Ghulaita,2017-05-17 0:00:00,United States,2.17.22,5,1,One of the essential apps.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=196072385,27714,other,positive,
27756,Whatsapp,206152491,ckanasck,2017-05-05 0:00:00,United States,2.17.22,5,Best app ever!!!!.,Best useful app ever I have used!!!!.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=206152491,27937,other,very positive,
27854,Whatsapp,199561210,Mahmood-alahmed,2017-05-03 0:00:00,United States,2.17.21,5,whatsapp,its not working,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=199561210,28035,bug report,neutral,
45634,Whatsapp,86585076,Sola22,2017-06-06 0:00:00,United Kingdom,2.17.30,5,Sola,"Fantastic good but to ring Africa from the UK , especially to call Nigeria the connection is always poor",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=86585076,46017,other,positive,
27675,Whatsapp,504670347,Saeedehnsr,2017-05-09 0:00:00,United States,2.17.22,5,ï¿½ï¿½ï¿½,ðŸŸ½,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=504670347,27856,noise,,
50097,Whatsapp,580730703,jitu solanki,2017-06-19 0:00:00,India,2.17.31,5,song,love,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=580730703,50480,noise,,
27352,Whatsapp,573743936,"""E"" Mujer""",2017-05-27 0:00:00,United States,2.17.22,5,Mi concepto personal.,"Solo:                                                                 
        FELICIDADES, por sus adelantos tegnoligicos  y que sean utilizados solo para el bien. Salud y bendiciones a los que hacen posible estos adelantos y a sus Familias.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=573743936,27533,noise,,
50421,Whatsapp,500222712,0017harshy,2017-06-03 0:00:00,India,2.17.22,5,Awesome version,This app version is very good but you should add one more feature to it nd that should be for the profile picture that to whom it should be shown nd to whom it should not..,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=500222712,50804,requirement,neutral,non-functional
40673,Whatsapp,560535031,BEN AVI 1,2017-05-03 0:00:00,Australia,2.17.20,5,Whatsapp,Why I can't get what's app on my iPad Apple iPad thank you send,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=560535031,40972,other,negative,
26748,Whatsapp,563360183,Dat Boi ðŸ½ï¿½,2017-06-26 0:00:00,United States,2.17.31,5,Beast,Beast,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=563360183,26929,other,positive,
45488,Whatsapp,490136164,semserry,2017-06-28 0:00:00,United Kingdom,2.17.31,5,new idea ï¿½,please make a multiple calls pleaseee ðŸ ¾ðŸ˜,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=490136164,45871,noise,,
26775,Whatsapp,582531163,gemortiz,2017-06-24 0:00:00,United States,2.17.31,5,Amazing,The best way to keep in touch with your loved ones,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=582531163,26956,other,positive,
27432,Whatsapp,544406111,Mondi1908,2017-05-22 0:00:00,United States,2.17.22,5,thank you,nice app,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=544406111,27613,other,positive,
26849,Whatsapp,581119311,fifa le strong,2017-06-20 0:00:00,United States,2.17.31,5,Omg,"The best app ever, take it to the bank!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=581119311,27030,other,very positive,
27428,Whatsapp,364448489,To wake up Fresh,2017-05-22 0:00:00,United States,2.17.22,5,Free communication,"Amazing that there is a free app that allows you te be in instantly Touch with family , friends and colleagues over the world",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=364448489,27609,other,very positive,
49995,Whatsapp,480464196,mancheema,2017-06-26 0:00:00,India,2.17.31,5,Super App,Wow,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=480464196,50378,other,very positive,
45789,Whatsapp,230479840,123adam,2017-05-14 0:00:00,United Kingdom,2.17.22,5,Review,Brilliant,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=230479840,46172,other,very positive,
